,136375BQ4 Corp,278058DB5 Corp,29736RAC4 Corp,20030NAV3 Corp,209111ES8 Corp,773903AE9 Corp,EG6454136 Corp,78409VAB0 Corp,665501AG7 Corp,26882PBE1 Corp,927804FB5 Corp,875127AW2 Corp,45138LAT0 Corp,195869AL6 Corp,010284AN7 Corp,373334GC9 Corp,291641BA5 Corp,90131HBK0 Corp,958587BG1 Corp,15405EAH1 Corp,826418BE4 Corp,20765QAK1 Corp,455434BL3 Corp,035229DC4 Corp,26442CAA2 Corp,59562VAP2 Corp,36962G3A0 Corp,172967EC1 Corp,59022CAJ2 Corp,74432QBD6 Corp
2023-10-04 00:00:00,72.964,97.82,100.962,107,99.344,101.036,72.964,100.875,87.765,72.964,72.964,72.964,72.964,95.861,95.93,88.359,95.551,96.217,72.964,72.964,72.964,72.964,72.964,100.543,98.165,97.069,97.949,72.964,96.46,72.964
2023-10-05 00:00:00,71.82,97.659,101.151,107.067,99.352,101.162,71.82,100.94,88.036,71.82,71.82,71.82,71.82,96.082,95.92,88.429,95.553,96.136,71.82,71.82,71.82,71.82,71.82,100.459,98.258,97.059,98.524,71.82,96.168,71.82
2023-10-06 00:00:00,72.38,96.926,100.572,106.564,98.224,100.367,72.38,100.112,87.453,72.38,72.38,72.38,72.38,95.436,94.729,87.743,95.004,95.65,72.38,72.38,72.38,72.38,72.38,101.402,97.683,96.355,97.985,72.38,95.521,72.38
2023-10-10 00:00:00,73.676,98.605,102.232,108.218,99.894,101.992,73.676,101.528,90.337,73.676,73.676,73.676,73.676,96.6,96.1,89.095,96.244,96.978,73.676,73.676,73.676,73.676,73.676,102.958,99.41,98.073,99.52,73.676,97.497,73.676
2023-10-11 00:00:00,74.505,99.564,103.322,109.165,100.994,103.001,74.505,102.621,91.427,74.505,74.505,74.505,74.505,97.359,96.719,90.018,97.084,97.639,74.505,74.505,74.505,74.505,74.505,104.994,100.435,98.824,100.716,74.505,98.297,74.505
2023-10-12 00:00:00,73.974,97.777,101.819,107.378,99.625,101.655,73.974,101.46,90.229,73.974,73.974,73.974,73.974,96.012,95.633,91.135,95.944,96.363,73.974,73.974,73.974,73.974,73.974,103.563,98.658,97.532,99.243,73.974,96.978,73.974
2023-10-13 00:00:00,74.563,98.617,102.065,108.13,100.36,102.838,74.563,102.229,90.875,74.563,74.563,74.563,74.563,96.709,96.005,91.894,96.596,97.117,74.563,74.563,74.563,74.563,74.563,104.286,99.561,98.176,100.052,74.563,97.478,74.563
2023-10-16 00:00:00,74.163,97.752,101.208,107.104,99.544,101.981,74.163,101.397,90.262,74.163,74.163,74.163,74.163,96.008,96.54,91.158,95.757,96.349,74.163,74.163,74.163,74.163,74.163,103.191,98.739,97.811,98.553,74.163,97.024,74.163
2023-10-17 00:00:00,73.672,96.76,100.155,106.012,98.546,100.812,73.672,100.311,89.538,73.672,73.672,73.672,73.672,94.929,94.615,90.244,94.859,95.392,73.672,73.672,73.672,73.672,73.672,102.156,97.73,96.273,97.567,73.672,95.622,73.672
2023-10-18 00:00:00,72.954,96.097,99.348,104.986,97.772,99.838,72.954,99.473,89.022,72.954,72.954,72.954,72.954,94.507,93.929,88.867,94.208,94.484,72.954,72.954,72.954,72.954,72.954,101.386,96.91,95.598,97.224,72.954,95.614,72.954
2023-10-19 00:00:00,70.978,95.302,98.787,103.915,96.875,98.994,70.978,98.688,88.319,70.978,70.978,70.978,70.978,93.613,93.178,88.162,93.373,93.647,70.978,70.978,70.978,70.978,70.978,100.676,95.882,94.592,95.528,70.978,92.544,70.978
2023-10-20 00:00:00,70.256,95.79,99.077,104.622,97.652,99.749,70.256,99.356,88.483,70.256,70.256,70.256,70.256,94.241,93.727,88.687,93.814,94.146,70.256,70.256,70.256,70.256,70.256,101.228,96.519,95.052,97.164,70.256,95.335,70.256
2023-10-23 00:00:00,71.423,96.493,99.764,105.259,98.33,100.386,71.423,100.003,88.967,71.423,71.423,71.423,71.423,94.769,95.172,89.229,94.357,94.86,71.423,71.423,71.423,71.423,71.423,101.859,97.452,95.824,97.278,71.423,94.619,71.423
2023-10-24 00:00:00,72.079,97.058,100.384,105.736,98.445,100.659,72.079,100.31,89.518,72.079,72.079,72.079,72.079,95.177,95.4,89.456,94.764,95.479,72.079,72.079,72.079,72.079,72.079,102.467,97.877,96.655,97.515,72.079,94.871,72.079
2023-10-25 00:00:00,71.808,95.552,99.251,104.537,97.25,99.475,71.808,99.143,89.04,71.808,71.808,71.808,71.808,94.114,94.514,88.439,93.84,94.368,71.808,71.808,71.808,71.808,71.808,101.27,96.892,95.786,96.35,71.808,94.472,71.808
2023-10-26 00:00:00,71.136,96.464,100.26,105.357,98.077,100.436,71.136,100.082,89.482,71.136,71.136,71.136,71.136,95.091,95.281,89.273,94.463,95.231,71.136,71.136,71.136,71.136,71.136,102.236,97.765,96.678,97.405,71.136,95.087,71.136
2023-10-27 00:00:00,71.039,96.501,100.262,105.453,98.061,100.489,71.039,100.079,89.261,71.039,71.039,71.039,71.039,95.166,95.34,89.353,94.441,95.016,71.039,71.039,71.039,71.039,71.039,101.879,97.511,96.237,97.255,71.039,95.289,71.039
2023-10-30 00:00:00,71.226,96.388,99.886,105.068,97.662,100.002,71.226,99.603,89.368,71.226,71.226,71.226,71.226,94.932,95.223,89.009,94.163,94.669,71.226,71.226,71.226,71.226,71.226,101.484,97.159,95.625,96.992,71.226,95.247,71.226
2023-10-31 00:00:00,71.463,96.102,99.606,104.571,97.376,99.701,71.463,99.318,89.483,71.463,71.463,71.463,71.463,94.393,94.677,88.712,93.982,94.484,71.463,71.463,71.463,71.463,71.463,101.131,96.902,95.585,96.977,71.463,93.557,71.463
2023-11-01 00:00:00,71.861,97.725,101.058,106.368,99.224,101.383,71.861,100.772,90.272,71.861,71.861,71.861,71.861,95.622,96.069,90.146,95.153,95.882,71.861,71.861,71.861,71.861,71.861,102.773,98.72,97.317,98.676,71.861,96.101,71.861
2023-11-02 00:00:00,73.266,99.48,101.929,107.285,100.377,102.301,73.266,101.582,91.181,73.266,73.266,73.266,73.266,96.421,96.99,90.893,96.168,96.992,73.266,73.266,73.266,73.266,73.266,103.841,99.333,98.169,99.272,73.266,97.349,73.266
2023-11-03 00:00:00,75.749,98.569,102.61,108.088,101.152,102.95,75.749,102.298,92.136,75.749,75.749,75.749,75.749,97.234,97.69,91.671,96.832,97.691,75.749,75.749,75.749,75.749,75.749,104.503,100.053,98.794,100.566,75.749,98.169,75.749
2023-11-06 00:00:00,74.299,98.303,102.201,107.659,100.506,102.502,74.299,101.927,91.818,74.299,74.299,74.299,74.299,96.505,97.105,91.276,96.254,97.134,74.299,74.299,74.299,74.299,74.299,104.071,99.536,97.368,100.093,74.299,97.772,74.299
2023-11-07 00:00:00,73.586,99.045,102.419,108.587,101.026,103.229,73.586,102.69,92.723,73.586,73.586,73.586,73.586,97.123,97.727,91.897,96.907,97.896,73.586,73.586,73.586,73.586,73.586,104.769,99.972,97.624,100.237,73.586,98.174,73.586
2023-11-08 00:00:00,72.696,99.439,103.173,109.569,101.84,104.119,72.696,103.575,93.298,72.696,72.696,72.696,72.696,97.808,98.374,92.675,97.52,98.364,72.696,72.696,72.696,72.696,72.696,105.713,100.706,98.778,100.963,72.696,99.082,72.696
2023-11-09 00:00:00,73.427,98.305,101.504,108.007,100.16,102.517,73.427,102.016,91.965,73.427,73.427,73.427,73.427,96.677,97.298,91.263,96.402,97.21,73.427,73.427,73.427,73.427,73.427,103.84,99.242,97.244,99.516,73.427,96.936,73.427
2023-11-10 00:00:00,73.046,98.403,100.887,108.23,100.174,102.208,73.046,102.01,92.538,73.046,73.046,73.046,73.046,96.93,97.558,91.2,96.672,97.704,73.046,73.046,73.046,73.046,73.046,103.864,99.156,96.988,99.448,73.046,97.661,73.046
2023-11-13 00:00:00,72.73,98.533,100.895,108.646,100.246,102.151,72.73,102.285,92.441,72.73,72.73,72.73,72.73,96.881,97.444,91.488,96.689,97.722,72.73,72.73,72.73,72.73,72.73,104.386,99.338,97.533,99.334,72.73,97.831,72.73
2023-11-14 00:00:00,74.059,100.472,102.733,111.068,102.23,104.196,74.059,104.212,94.007,74.059,74.059,74.059,74.059,98.358,99.167,93.547,98.235,99.524,74.059,74.059,74.059,74.059,74.059,106.132,101.302,98.801,101.309,74.059,99.734,74.059
2023-11-15 00:00:00,74.871,99.574,101.852,110.201,101.574,103.547,74.871,103.385,93.159,74.871,74.871,74.871,74.871,97.526,98.504,92.867,97.581,98.744,74.871,74.871,74.871,74.871,74.871,105.289,100.617,97.989,100.761,74.871,99.288,74.871
2023-11-16 00:00:00,72.94,100.561,102.692,110.656,102.45,104.498,72.94,104.496,93.859,72.94,72.94,72.94,72.94,98.342,99.253,93.691,98.368,99.6,72.94,72.94,72.94,72.94,72.94,106.151,101.605,99.358,101.692,72.94,100.52,72.94
2023-11-17 00:00:00,75.562,100.633,102.945,111.157,101.995,104.575,75.562,104.463,93.933,75.562,75.562,75.562,75.562,98.456,99.408,93.8,98.631,99.917,75.562,75.562,75.562,75.562,75.562,105.695,102.027,99.553,101.852,75.562,99.058,75.562
2023-11-20 00:00:00,73.82,100.663,103.229,111.613,102.486,105.041,73.82,104.722,94.358,73.82,73.82,73.82,73.82,98.949,99.716,93.813,98.935,100.242,73.82,73.82,73.82,73.82,73.82,105.712,102.584,100.332,102.063,73.82,102.109,73.82
2023-11-21 00:00:00,74.303,101.238,103.735,112.131,103.39,105.274,74.303,105.444,94.232,74.303,74.303,74.303,74.303,99.024,99.765,94.027,99.006,100.287,74.303,74.303,74.303,74.303,74.303,105.947,102.678,100.414,102.498,74.303,101.169,74.303
2023-11-22 00:00:00,73.726,101.151,103.342,111.874,103.374,105.113,73.726,105.459,94.047,73.726,73.726,73.726,73.726,99.507,99.929,94.134,99.205,100.544,73.726,73.726,73.726,73.726,73.726,106.991,102.82,99.681,101.989,73.726,101.409,73.726
2023-11-24 00:00:00,73.738,100.584,102.918,111.377,102.973,104.527,73.738,104.812,93.216,73.738,73.738,73.738,73.738,99.179,99.335,93.62,98.68,100.073,73.738,73.738,73.738,73.738,73.738,106.369,102.362,99.841,101.439,73.738,98.728,73.738
2023-11-27 00:00:00,73.781,101.403,103.667,112.115,103.478,105.242,73.781,105.433,94.089,73.781,73.781,73.781,73.781,99.95,100.355,94.251,99.426,100.973,73.781,73.781,73.781,73.781,73.781,107.077,102.648,100.483,102.39,73.781,101.659,73.781
2023-11-28 00:00:00,74.769,101.928,103.956,113.053,104.869,106.199,74.769,105.76,93.296,74.769,74.769,74.769,74.769,100.063,100.64,94.964,99.719,101.354,74.769,74.769,74.769,74.769,74.769,107.879,103.024,101.823,103.285,74.769,103.749,74.769
2023-11-29 00:00:00,75.31,102.598,104.921,114.276,105.596,106.854,75.31,106.688,94.969,75.31,75.31,75.31,75.31,100.885,101.668,95.529,100.509,102.302,75.31,75.31,75.31,75.31,75.31,108.525,103.965,102.34,103.547,75.31,103.06,75.31
2023-11-30 00:00:00,75.645,102.049,104.391,113.717,104.997,106.13,75.645,106.338,94.263,75.645,75.645,75.645,75.645,100.787,101.266,95.086,99.961,101.705,75.645,75.645,75.645,75.645,75.645,108.127,103.448,101.989,103.076,75.645,101.925,75.645
2023-12-01 00:00:00,76.557,103.373,105.823,114.948,106.032,107.401,76.557,108.03,96.219,76.557,76.557,76.557,76.557,102.032,102.179,96.025,101.038,102.916,76.557,76.557,76.557,76.557,76.557,109.212,104.613,102.989,104.168,76.557,104.142,76.557
2023-12-04 00:00:00,77.301,102.239,105.554,114.361,105.721,106.882,77.301,107.543,96.448,77.301,77.301,77.301,77.301,101.165,102.241,95.708,100.717,102.337,77.301,77.301,77.301,77.301,77.301,108.823,104.261,102.553,104.062,77.301,103.199,77.301
2023-12-05 00:00:00,77.214,103.101,106.027,114.707,106.191,107.159,77.214,107.963,97.069,77.214,77.214,77.214,77.214,102.141,102.884,96.485,101.596,103.162,77.214,77.214,77.214,77.214,77.214,109.209,104.458,103.047,104.218,77.214,103.684,77.214
2023-12-06 00:00:00,75.144,103.894,106.86,115.556,106.766,108.001,75.144,108.559,95.641,75.144,75.144,75.144,75.144,102.4,103.567,97.181,102.117,103.591,75.144,75.144,75.144,75.144,75.144,109.91,105.037,104.626,105.15,75.144,104.376,75.144
2023-12-07 00:00:00,74.584,103.49,105.984,115.136,106.614,107.614,74.584,108.021,95.704,74.584,74.584,74.584,74.584,102.049,103.282,96.815,101.945,103.283,74.584,74.584,74.584,74.584,74.584,109.357,104.896,103.748,104.865,74.584,103.698,74.584
2023-12-08 00:00:00,74.27,102.805,105.621,114.226,106.08,106.921,74.27,107.396,95.076,74.27,74.27,74.27,74.27,101.266,102.687,98.55,101.348,102.741,74.27,74.27,74.27,74.27,74.27,109.006,104.437,102.712,103.867,74.27,103.97,74.27
2023-12-11 00:00:00,74.167,102.87,105.629,114.152,106.011,107.054,74.167,107.199,94.958,74.167,74.167,74.167,74.167,101.303,102.763,98.473,101.341,102.657,74.167,74.167,74.167,74.167,74.167,108.62,104.371,103.035,103.818,74.167,103.421,74.167
2023-12-12 00:00:00,73.233,103.354,106.174,114.767,106.583,108.152,73.233,107.82,95.98,73.233,73.233,73.233,73.233,101.664,103.285,99.003,101.878,103.141,73.233,73.233,73.233,73.233,73.233,109.225,104.768,104.034,104.164,73.233,104.176,73.233
2023-12-13 00:00:00,74.603,105.005,108.483,117.128,108.312,110.242,74.603,109.715,98.293,74.603,74.603,74.603,74.603,103.67,104.952,100.453,103.738,105.008,74.603,74.603,74.603,74.603,74.603,111.071,107.168,105.934,105.974,74.603,106.094,74.603
2023-12-14 00:00:00,78.069,106.197,109.664,118.19,109.672,110.006,78.069,110.532,100.828,78.069,78.069,78.069,78.069,105.191,106.537,101.523,104.9,106.233,78.069,78.069,78.069,78.069,78.069,112.76,107.73,107.069,107.174,78.069,109.449,78.069
2023-12-15 00:00:00,77.874,106.016,109.816,118.086,109.77,110.431,77.874,110.549,99.386,77.874,77.874,77.874,77.874,103.141,106.353,101.708,104.897,105.971,77.874,77.874,77.874,77.874,77.874,112.835,107.832,107.061,106.869,77.874,107.274,77.874
2023-12-18 00:00:00,78.6,105.685,109.757,117.808,109.539,110.214,78.6,110.368,98.44,78.6,78.6,78.6,78.6,102.875,106.125,101.528,104.497,105.567,78.6,78.6,78.6,78.6,78.6,112.753,107.645,106.4,108.505,78.6,107.194,78.6
2023-12-19 00:00:00,79.961,105.758,109.694,117.773,109.303,110.461,79.961,110.61,98.147,79.961,79.961,79.961,79.961,102.656,106.377,101.225,104.758,105.701,79.961,79.961,79.961,79.961,79.961,112.769,107.621,106.715,106.985,79.961,107.191,79.961
2023-12-20 00:00:00,79.759,106.409,110.183,118.159,109.741,110.83,79.759,110.801,99.665,79.759,79.759,79.759,79.759,103.451,106.915,100.395,105.309,106.187,79.759,79.759,79.759,79.759,79.759,112.905,108.101,107.133,107.749,79.759,107.304,79.759
2023-12-21 00:00:00,79.641,106.106,109.996,117.838,109.488,110.681,79.641,110.543,99.394,79.641,79.641,79.641,79.641,103.271,106.8,101.102,105.033,105.888,79.641,79.641,79.641,79.641,79.641,112.099,107.855,106.034,107.003,79.641,107.092,79.641
2023-12-22 00:00:00,79.669,105.88,109.859,117.721,110.224,109.918,79.669,110.419,99.091,79.669,79.669,79.669,79.669,103.627,106.773,100.927,104.949,105.835,79.669,79.669,79.669,79.669,79.669,111.741,107.28,106.009,106.986,79.669,107.022,79.669
2023-12-26 00:00:00,79.96,106.041,110.033,117.843,109.919,110.101,79.96,110.432,99.213,79.96,79.96,79.96,79.96,103.78,106.94,101.062,105.142,105.998,79.96,79.96,79.96,79.96,79.96,111.749,107.643,106.336,106.945,79.96,106.847,79.96
2023-12-27 00:00:00,81.758,107.237,111.065,118.885,110.886,111.228,81.758,112.099,99.849,81.758,81.758,81.758,81.758,104.779,107.858,102.108,106.161,107.023,81.758,81.758,81.758,81.758,81.758,112.631,108.635,107.698,108.313,81.758,107.771,81.758
2023-12-28 00:00:00,81.487,107.008,110.85,118.61,110.594,110.788,81.487,111.799,100.076,81.487,81.487,81.487,81.487,104.342,107.533,101.709,105.732,106.579,81.487,81.487,81.487,81.487,81.487,112.597,108.356,106.85,107.955,81.487,107.18,81.487
2023-12-29 00:00:00,80.303,106.821,110.44,118.664,110.159,110.725,80.303,111.79,99.076,80.303,80.303,80.303,80.303,103.508,107.089,101.314,105.264,106.255,80.303,80.303,80.303,80.303,80.303,112.35,107.878,106.832,107.626,80.303,107.038,80.303
2024-01-02 00:00:00,79.352,106.217,109.987,117.263,109.088,110.043,79.352,111.19,98.649,79.352,79.352,79.352,79.352,102.744,106.426,100.629,104.603,105.484,79.352,79.352,79.352,79.352,79.352,111.946,107.441,106.187,107.124,79.352,105.952,79.352
2024-01-03 00:00:00,79.17,106.167,109.594,116.727,108.867,109.776,79.17,111.122,98.821,79.17,79.17,79.17,79.17,103.436,106.685,100.391,104.868,105.53,79.17,79.17,79.17,79.17,79.17,111.307,107.233,106.211,106.969,79.17,105.393,79.17
2024-01-04 00:00:00,79.47,105.973,109.177,116.526,107.94,109.066,79.47,110.043,98.192,79.47,79.47,79.47,79.47,102.542,105.814,99.421,103.962,104.682,79.47,79.47,79.47,79.47,79.47,110.025,106.099,104.845,106.24,79.47,104.509,79.47
2024-01-05 00:00:00,79.952,105.342,108.69,116.334,108.012,110.146,79.952,109.801,98.06,79.952,79.952,79.952,79.952,102.052,105.638,98.939,103.348,104.248,79.952,79.952,79.952,79.952,79.952,110.082,105.779,104.94,105.841,79.952,104.517,79.952
2024-01-08 00:00:00,79.565,105.719,109.099,116.88,108.467,110.182,79.565,110.253,97.932,79.565,79.565,79.565,79.565,103.093,105.687,99.316,104.06,104.964,79.565,79.565,79.565,79.565,79.565,110.138,106.22,104.877,106.282,79.565,104.905,79.565
2024-01-09 00:00:00,80.042,105.38,109.311,117.256,108.696,109.974,80.042,110.232,97.494,80.042,80.042,80.042,80.042,102.878,106.025,99.459,103.935,105.103,80.042,80.042,80.042,80.042,80.042,110.544,106.632,105.333,106.411,80.042,105.292,80.042
2024-01-10 00:00:00,79.421,105.246,108.802,117.42,109.084,110.227,79.421,110.188,97.604,79.421,79.421,79.421,79.421,103.017,105.613,99.481,103.804,105.011,79.421,79.421,79.421,79.421,79.421,110.132,106.83,105.648,106.41,79.421,105.687,79.421
2024-01-11 00:00:00,79.822,105.829,110.127,118.133,109.612,110.763,79.822,110.88,98.485,79.822,79.822,79.822,79.822,103.835,106.177,100.038,104.422,105.676,79.822,79.822,79.822,79.822,79.822,111.279,107.367,106.328,106.744,79.822,106.493,79.822
2024-01-12 00:00:00,79.668,106.197,110.41,118.515,109.963,111.214,79.668,111.345,98.931,79.668,79.668,79.668,79.668,104.449,106.356,100.421,104.58,105.835,79.668,79.668,79.668,79.668,79.668,111.542,107.62,106.682,107.019,79.668,106.807,79.668
2024-01-16 00:00:00,79.255,105.044,109.116,116.855,108.63,109.909,79.255,110.071,97.879,79.255,79.255,79.255,79.255,103.297,105.272,99.105,103.6,104.733,79.255,79.255,79.255,79.255,79.255,110.178,106.437,105.207,105.807,79.255,105.776,79.255
2024-01-17 00:00:00,79.255,105.079,108.801,116.405,108.197,109.567,79.255,109.763,97.654,79.255,79.255,79.255,79.255,102.82,105.072,98.745,103.28,104.429,79.255,79.255,79.255,79.255,79.255,109.77,106.059,105.037,105.821,79.255,105.264,79.255
2024-01-18 00:00:00,78.207,104.645,108.244,115.795,107.678,108.938,78.207,109.092,97.379,78.207,78.207,78.207,78.207,102.676,104.656,98.242,103.002,104.08,78.207,78.207,78.207,78.207,78.207,109.242,105.589,104.694,105.479,78.207,105.52,78.207
2024-01-19 00:00:00,77.717,105.148,108.45,116.2,107.895,109.044,77.717,109.376,97.283,77.717,77.717,77.717,77.717,102.634,104.651,98.439,103.155,104.137,77.717,77.717,77.717,77.717,77.717,109.624,105.835,105.099,105.73,77.717,105.696,77.717
2024-01-22 00:00:00,78.618,105.586,108.839,116.416,107.798,108.979,78.618,109.866,97.805,78.618,78.618,78.618,78.618,102.52,104.937,98.545,103.475,104.42,78.618,78.618,78.618,78.618,78.618,109.614,106.097,105.55,106.038,78.618,106.049,78.618
2024-01-23 00:00:00,78.872,105.47,108.593,115.912,107.595,109.159,78.872,109.604,97.483,78.872,78.872,78.872,78.872,102.579,104.564,98.388,103.142,103.857,78.872,78.872,78.872,78.872,78.872,109.706,106.063,105.468,105.485,78.872,105.957,78.872
2024-01-24 00:00:00,78.793,104.788,108.085,115.455,107.354,108.478,78.793,108.81,97.04,78.793,78.793,78.793,78.793,102.291,104.352,97.892,102.791,103.581,78.793,78.793,78.793,78.793,78.793,109.148,105.56,105.147,105.297,78.793,105.702,78.793
2024-01-25 00:00:00,79.601,105.851,109.138,116.172,108.004,109.653,79.601,109.688,97.459,79.601,79.601,79.601,79.601,102.566,104.9,99.018,103.357,104.279,79.601,79.601,79.601,79.601,79.601,110.39,106.397,105.361,106.069,79.601,106.445,79.601
2024-01-26 00:00:00,80.459,105.97,109.038,116.204,108.108,109.947,80.459,109.425,97.2,80.459,80.459,80.459,80.459,103.063,104.833,98.933,103.219,104.084,80.459,80.459,80.459,80.459,80.459,109.315,106.388,105.367,106.991,80.459,106.44,80.459
2024-01-29 00:00:00,81.549,106.384,109.488,116.565,108.514,110.497,81.549,110.065,97.837,81.549,81.549,81.549,81.549,104.224,105.548,99.456,103.883,104.631,81.549,81.549,81.549,81.549,81.549,110.338,106.948,106.228,106.968,81.549,106.863,81.549
2024-01-30 00:00:00,81.463,106.742,109.721,116.907,108.858,111.03,81.463,111.363,98.012,81.463,81.463,81.463,81.463,104.744,105.9,99.731,104.143,104.824,81.463,81.463,81.463,81.463,81.463,110.971,106.764,106.539,107.518,81.463,107.18,81.463
2024-01-31 00:00:00,81.014,107.424,110.567,117.621,109.834,111.834,81.014,111.934,98.599,81.014,81.014,81.014,81.014,105.069,106.327,101.043,104.861,105.367,81.014,81.014,81.014,81.014,81.014,112.275,107.957,107.379,109.111,81.014,108.163,81.014
2024-02-01 00:00:00,81.264,107.728,111.412,118.458,110.365,112,81.264,112.26,99.527,81.264,81.264,81.264,81.264,105.749,107.313,101.374,105.741,106.118,81.264,81.264,81.264,81.264,81.264,112.683,108.415,107.662,108.474,81.264,109.01,81.264
2024-02-02 00:00:00,80.006,106.304,110.081,116.981,109.208,110.734,80.006,111.249,98.287,80.006,80.006,80.006,80.006,103.603,106.185,100.39,104.469,104.691,80.006,80.006,80.006,80.006,80.006,110.604,107.266,106.656,108.08,80.006,106.942,80.006
2024-02-05 00:00:00,78.935,105.33,108.966,115.547,108.249,109.483,78.935,110.026,97.337,78.935,78.935,78.935,78.935,102.495,104.989,99.297,103.206,103.615,78.935,78.935,78.935,78.935,78.935,109.414,106.194,105.322,106.227,78.935,106.348,78.935
2024-02-06 00:00:00,79.408,105.867,109.01,116.154,108.661,109.956,79.408,110.6,97.927,79.408,79.408,79.408,79.408,103.129,105.687,99.934,103.775,104.314,79.408,79.408,79.408,79.408,79.408,110.008,106.717,105.68,106.818,79.408,106.297,79.408
2024-02-07 00:00:00,79.412,105.64,108.955,115.682,108.473,110.034,79.412,110.133,98.072,79.412,79.412,79.412,79.412,102.843,105.398,100.615,103.511,103.937,79.412,79.412,79.412,79.412,79.412,110.11,106.142,105.159,106.669,79.412,105.707,79.412
2024-02-08 00:00:00,79.238,104.952,108.497,115.068,107.874,109.322,79.238,109.752,97.496,79.238,79.238,79.238,79.238,102.411,104.88,100.275,102.98,103.368,79.238,79.238,79.238,79.238,79.238,109.402,105.908,105.287,106.164,79.238,105.459,79.238
2024-02-09 00:00:00,79.599,104.505,108.228,114.68,107.519,108.994,79.599,109.592,97.307,79.599,79.599,79.599,79.599,102.142,104.601,100.388,102.819,103.086,79.599,79.599,79.599,79.599,79.599,109.362,105.658,104.682,106.199,79.599,105.333,79.599
2024-02-12 00:00:00,79.304,104.747,108.214,114.557,107.623,109.088,79.304,109.746,97.285,79.304,79.304,79.304,79.304,102.155,104.648,100.485,102.934,103.074,79.304,79.304,79.304,79.304,79.304,109.773,105.622,105.064,105.623,79.304,105.612,79.304
2024-02-13 00:00:00,78.524,103.986,106.455,113.093,106.252,107.625,78.524,108.38,96.28,78.524,78.524,78.524,78.524,100.657,103.251,99.294,101.608,101.769,78.524,78.524,78.524,78.524,78.524,108.491,104.336,103.505,104.546,78.524,104.098,78.524
2024-02-14 00:00:00,78.538,104.459,107.147,113.711,106.734,108.208,78.538,108.987,96.721,78.538,78.538,78.538,78.538,101.614,103.656,99.668,102.21,102.234,78.538,78.538,78.538,78.538,78.538,108.213,105.007,104.096,105.065,78.538,104.658,78.538
2024-02-15 00:00:00,78.746,104.778,107.22,113.986,107.243,108.338,78.746,109.205,97.248,78.746,78.746,78.746,78.746,101.723,104.031,100.164,102.561,102.586,78.746,78.746,78.746,78.746,78.746,108.438,105.417,104.529,105.595,78.746,104.418,78.746
2024-02-16 00:00:00,77.999,104.001,107.308,113.636,106.659,108.737,77.999,109.359,96.686,77.999,77.999,77.999,77.999,101.278,103.643,99.324,102.025,102.174,77.999,77.999,77.999,77.999,77.999,108.972,104.909,103.794,105.536,77.999,103.692,77.999
2024-02-20 00:00:00,77.166,104.151,107.261,113.564,107.011,108.656,77.166,109.281,97.047,77.166,77.166,77.166,77.166,101.523,103.629,99.247,102.181,102.404,77.166,77.166,77.166,77.166,77.166,108.894,104.838,103.996,104.96,77.166,104.738,77.166
2024-02-21 00:00:00,77.345,103.823,106.912,113.637,106.531,108.305,77.345,108.927,96.724,77.345,77.345,77.345,77.345,101.209,103.354,99.487,101.806,102.144,77.345,77.345,77.345,77.345,77.345,108.56,104.446,103.246,105.296,77.345,104.636,77.345
2024-02-22 00:00:00,77.517,104.084,107.011,113.743,106.839,108.361,77.517,109.023,97.02,77.517,77.517,77.517,77.517,101.36,103.297,99.335,101.862,102.204,77.517,77.517,77.517,77.517,77.517,108.609,104.489,104.424,104.727,77.517,104.91,77.517
2024-02-23 00:00:00,77.871,104.579,107.595,114.553,107.518,108.477,77.871,109.852,97.278,77.871,77.871,77.871,77.871,102.449,103.638,99.798,102.351,102.593,77.871,77.871,77.871,77.871,77.871,109.434,104.985,103.8,105.636,77.871,105.854,77.871
2024-02-26 00:00:00,77.727,104.312,107.228,113.314,106.945,109.022,77.727,109.383,97.132,77.727,77.727,77.727,77.727,102.177,103.275,99.745,101.709,102.15,77.727,77.727,77.727,77.727,77.727,109.207,104.823,102.971,104.904,77.727,105.018,77.727
2024-02-27 00:00:00,78.012,104.017,107.048,113.058,106.725,108.778,78.012,109.2,97.143,78.012,78.012,78.012,78.012,101.894,103.029,99.579,101.603,101.945,78.012,78.012,78.012,78.012,78.012,109.397,104.348,103.698,104.91,78.012,104.932,78.012
2024-02-28 00:00:00,78.004,104.425,106.61,113.197,106.835,108.991,78.004,109.289,97.187,78.004,78.004,78.004,78.004,101.404,103.193,99.622,101.814,102.11,78.004,78.004,78.004,78.004,78.004,109.936,104.539,103.117,105.179,78.004,104.671,78.004
2024-02-29 00:00:00,78.251,104.43,106.895,113.202,106.681,108.793,78.251,109.133,97.673,78.251,78.251,78.251,78.251,101.967,103.402,99.717,101.876,102.179,78.251,78.251,78.251,78.251,78.251,109.775,104.786,103.628,105.431,78.251,105.007,78.251
2024-03-01 00:00:00,78.558,105.009,107.559,113.966,107.312,109.32,78.558,109.941,97.66,78.558,78.558,78.558,78.558,102.51,103.962,100.342,102.345,102.768,78.558,78.558,78.558,78.558,78.558,110.462,105.381,103.84,106.331,78.558,105.941,78.558
